Company_ID,Ownership_Type,Internal_Control_Score,Effective_Tax_Rate,Audit_Likelihood,Offshore_Transactions,Previous_Fines,Board_Independence,Revenue,Profit_Before_Tax,Leverage_Ratio,Market_Region,Governance_Score,Restatement_History,Whistleblower_Reports,Tax_Risk_Score
C2160,Foreign Subsidiary,50,29.88,0.26,2,4555676,57,330446604,23269418,4.34,North America,49,1,1,High
C2161,Private,61,16.99,0.73,5,4660754,66,338451891,68174692,3.56,Asia,95,0,4,High
C2162,Foreign Subsidiary,93,6.02,0.02,5,333785,26,357912477,186041144,4.25,Middle East,95,1,6,High
C2163,Private,63,29.63,0.15,5,4320004,63,548934669,95188860,2.02,Middle East,39,1,3,High
C2164,Foreign Subsidiary,40,21.38,0.25,8,1582314,60,86163321,29873717,3.2,Middle East,79,0,3,High
C2165,Private,57,15.14,0.77,5,4378908,61,702644063,111774156,2.0,Middle East,99,0,0,High
C2166,Public,83,12.53,0.07,9,4059650,67,843433641,160620223,1.71,Asia,40,0,3,High
C2167,Private,51,22.81,0.19,6,4608339,41,49480048,192665688,2.99,Middle East,59,0,1,High
C2168,Private,96,11.24,0.36,5,3249206,82,739300773,64994259,1.17,South America,56,0,3,High
C2169,Foreign Subsidiary,82,14.72,0.01,7,3413431,76,231633572,73536752,3.67,EU,71,0,1,High
C2170,Private,67,24.1,0.76,2,4027633,75,51315149,14961529,3.21,EU,65,0,3,High
C2171,Public,79,31.45,0.56,3,1561212,53,479907693,174172066,2.09,Middle East,74,0,2,High
C2172,Public,99,20.99,0.9,6,4358273,42,406340260,101450051,1.5,North America,56,1,2,High
C2173,Foreign Subsidiary,46,27.77,0.03,2,922816,47,189167003,89180928,1.86,South America,85,0,3,High
C2174,Public,62,27.89,0.27,4,2563358,60,150960124,92624574,1.63,South America,66,0,2,High
C2175,Private,60,24.93,0.73,3,3550308,29,105230675,54261261,1.87,North America,99,0,3,High
C2176,Public,73,12.38,0.68,7,4267053,71,953344472,160210570,0.18,EU,68,0,2,High
C2177,Foreign Subsidiary,50,31.0,0.24,6,291090,75,409303306,49369970,1.77,Asia,37,0,2,High
C2178,Private,61,18.09,0.6,4,4609280,42,697782780,121821772,2.75,Middle East,76,0,5,High
C2179,Foreign Subsidiary,81,6.33,0.79,5,123614,29,205982554,1214052,2.46,EU,96,0,1,High
C2180,Private,74,12.34,0.03,7,151569,84,770102328,67091605,0.79,Asia,83,0,2,Medium
C2181,Public,91,27.97,0.72,7,2389894,48,894448348,44262463,4.74,EU,38,1,1,High
C2182,Foreign Subsidiary,68,7.07,0.25,1,3067760,65,606740100,196547601,1.0,North America,72,0,0,High
C2183,Foreign Subsidiary,81,9.42,0.95,5,2961823,60,556968726,145443533,2.93,North America,41,0,0,High
C2184,Private,67,25.83,0.54,4,4039903,88,776962610,14653616,1.92,EU,69,0,1,High
C2185,Foreign Subsidiary,98,31.78,0.03,6,1206586,63,426635822,198385163,3.4,EU,32,0,2,High
C2186,Private,57,24.01,0.4,6,1262560,48,514455408,68482262,2.24,Asia,41,0,0,High
C2187,Private,53,11.67,0.97,6,3895733,69,340912464,198407079,0.3,Middle East,66,0,1,High
C2188,Private,57,6.6,0.73,7,1552131,39,793324482,36144002,3.21,South America,36,0,1,High
C2189,Private,67,23.45,0.3,8,3468366,82,839574322,88801189,4.64,Middle East,99,0,2,High
C2190,Public,63,6.42,0.58,3,4751280,27,127103748,46430046,4.36,Asia,70,0,2,High
C2191,Private,47,23.38,0.6,6,2503385,84,526989047,40366411,1.71,Asia,33,0,5,High
C2192,Foreign Subsidiary,81,11.77,0.02,2,4995221,63,847843317,95952411,1.69,EU,33,0,0,High
C2193,Public,93,32.14,0.18,2,51833,35,594030535,87654176,2.98,North America,96,0,2,Low
C2194,Foreign Subsidiary,84,19.25,0.55,1,2263148,88,886088054,102211451,1.06,South America,67,1,0,High
C2195,Public,92,11.72,0.4,5,2952934,69,366960160,91695506,3.18,Middle East,56,0,1,High
C2196,Private,47,30.59,0.19,5,2678500,32,749009677,41103866,4.03,South America,40,0,1,High
C2197,Public,43,12.62,0.77,4,1354442,84,408818921,165612817,1.1,Middle East,66,0,2,High
C2198,Public,66,14.2,0.49,4,485156,20,203947486,76380987,4.79,Middle East,87,0,1,Medium
C2199,Foreign Subsidiary,75,30.03,0.31,3,1689885,39,517670471,107528806,2.57,North America,37,0,0,High
C2200,Foreign Subsidiary,44,14.26,0.16,3,1356652,44,842224768,143703658,1.17,South America,61,0,1,High
C2201,Private,72,17.3,0.61,5,735309,48,39831364,157808509,0.43,North America,89,0,1,Medium
C2202,Public,88,15.43,0.67,5,3017470,86,114996402,108511218,1.5,Asia,94,0,1,High
C2203,Public,73,8.49,0.67,2,3249012,37,137784614,46619685,2.42,EU,39,0,3,High
C2204,Public,69,6.17,0.22,3,2018176,76,418897860,99469256,2.44,EU,48,0,0,High
C2205,Private,47,26.74,0.6,5,1340409,72,411647841,195834223,1.1,EU,68,0,0,High
C2206,Private,78,24.35,0.91,2,4896369,89,965615150,52385650,1.37,Asia,74,0,3,High
C2207,Private,86,13.47,0.35,8,2164592,81,500334205,159656977,3.42,EU,77,0,4,High
C2208,Private,65,13.87,0.21,1,2478919,71,270792521,157083364,3.9,Asia,47,0,1,High
C2209,Private,96,33.35,0.77,2,2468377,45,704795429,79765381,0.63,EU,45,0,1,High
C2210,Foreign Subsidiary,76,34.63,0.18,10,3201712,30,994396773,62681203,3.36,Middle East,35,0,4,High
C2211,Public,73,19.2,0.25,7,115115,40,921034381,116729156,4.59,North America,78,1,5,High
C2212,Public,46,29.07,0.1,2,3486022,88,157065543,67964693,0.27,Asia,48,0,4,High
C2213,Public,79,27.1,0.27,4,4630121,50,567810520,39115777,3.1,Asia,94,0,1,High
C2214,Public,67,13.92,0.41,4,3088182,64,361808796,13764008,2.96,North America,51,0,1,High
C2215,Public,78,6.76,0.06,3,585840,83,33570033,96142233,1.26,Middle East,60,0,0,High
C2216,Public,78,9.28,0.87,6,4863225,46,417830012,186162079,4.14,North America,43,1,2,High
C2217,Public,67,30.15,0.51,4,1879162,53,47338852,24372392,0.13,Asia,59,0,4,High
C2218,Public,53,26.94,0.59,4,1873877,69,243081236,51795732,4.65,EU,80,0,2,High
C2219,Foreign Subsidiary,92,24.93,0.37,5,4263866,88,777054046,27756722,3.03,EU,61,0,3,High
C2220,Public,89,8.92,0.67,6,997023,45,672202669,80676998,2.51,Middle East,72,0,2,High
C2221,Foreign Subsidiary,77,24.2,0.43,6,2798064,67,368687849,113422571,3.73,Asia,46,0,0,High
C2222,Private,43,28.16,0.76,7,1264211,71,528908247,130813279,4.72,Asia,91,0,6,High
C2223,Public,81,30.82,0.82,5,2555678,24,520177832,157783591,4.13,Middle East,46,0,0,High
C2224,Private,57,5.4,0.67,2,1665706,31,130944148,8940459,2.88,South America,90,0,2,High
C2225,Private,83,25.53,0.49,9,1412018,32,312965428,93200452,0.72,Middle East,35,0,4,High
C2226,Private,87,5.57,0.78,7,3084423,35,917666622,77361967,1.97,North America,38,0,2,High
C2227,Foreign Subsidiary,64,26.21,0.49,4,4937340,70,493053186,176959368,4.38,North America,60,0,2,High
C2228,Private,46,24.07,0.11,4,1318408,73,271695135,8538786,4.27,South America,59,0,0,High
C2229,Private,77,9.45,0.12,0,4968992,87,864439749,53357479,2.16,North America,88,0,4,High
C2230,Private,67,27.98,0.95,9,1802553,32,467753734,163469994,2.42,Middle East,39,0,2,High
C2231,Public,44,7.05,0.21,6,1728861,37,431132530,62921526,3.45,North America,93,1,1,High
C2232,Public,42,29.79,0.82,6,1546180,38,410817742,53125129,2.25,Middle East,62,0,3,High
C2233,Foreign Subsidiary,83,12.86,0.25,4,1979241,61,891961569,169663787,0.54,North America,32,0,5,High
C2234,Foreign Subsidiary,70,25.67,0.43,4,3297764,40,162212095,113400596,3.67,North America,82,0,0,High
C2235,Public,86,32.71,0.65,6,4153673,72,769056493,174355478,3.28,EU,70,0,4,High
C2236,Foreign Subsidiary,81,15.19,0.16,7,4692607,20,699848237,152237074,1.07,EU,44,0,0,High
C2237,Public,97,20.09,0.74,6,1564003,33,227178379,41801634,4.03,Middle East,39,0,5,High
C2238,Private,59,18.89,0.69,4,2049952,22,443640892,130122332,4.1,South America,68,0,1,High
C2239,Private,58,9.73,0.54,7,4787470,28,905638417,26969312,1.31,EU,53,0,1,High
C2240,Foreign Subsidiary,87,22.71,0.57,3,599580,30,355196376,15645506,0.79,Middle East,42,1,3,High
C2241,Public,99,27.29,0.11,6,1558246,42,297207525,16400515,1.06,Middle East,40,0,2,High
C2242,Public,50,32.51,0.44,2,4560026,49,303662589,110613145,2.52,EU,42,0,6,High
C2243,Foreign Subsidiary,79,30.52,0.09,6,1122067,66,861774209,184974228,1.66,South America,69,0,3,High
C2244,Public,42,20.3,0.31,5,4300707,24,850381972,93361038,3.4,North America,88,0,2,High
C2245,Private,62,26.57,0.9,4,1106428,49,798700886,18170376,2.65,South America,83,0,3,High
C2246,Foreign Subsidiary,46,29.02,0.57,3,1065508,87,289325792,165154320,3.39,EU,90,1,1,High
C2247,Foreign Subsidiary,62,19.8,0.74,4,3085795,48,925602557,195195895,1.18,Middle East,88,0,0,High
C2248,Public,46,8.46,0.57,9,2368727,64,985046874,155496051,3.0,EU,46,1,2,High
C2249,Foreign Subsidiary,85,18.14,0.19,2,2905834,26,505451644,96090995,4.43,EU,42,0,0,High
C2250,Public,73,30.27,0.59,3,552867,35,114282423,93801195,2.96,EU,42,1,3,High
C2251,Public,81,22.9,0.76,5,3508188,60,730526506,15133591,3.48,EU,44,0,0,High
C2252,Public,58,26.73,0.14,3,1103886,80,755964892,35064420,4.76,South America,40,0,1,High
C2253,Public,97,10.56,0.82,4,1015718,70,488514926,86209910,4.44,Asia,30,0,0,High
C2254,Public,48,33.93,0.56,6,1278468,74,640075877,57323311,1.2,EU,64,1,3,High
C2255,Foreign Subsidiary,87,17.12,0.0,11,1987565,83,642631312,69923912,4.1,South America,73,0,6,High
C2256,Private,90,24.61,0.52,6,2154080,70,803682684,57993869,4.9,South America,87,1,3,High
C2257,Private,57,5.57,0.4,3,4271084,40,185583956,114524538,3.96,EU,30,0,4,High
C2258,Foreign Subsidiary,80,8.82,0.3,4,2937728,77,709747286,162052200,0.73,South America,81,0,4,High
C2259,Foreign Subsidiary,87,28.46,0.77,7,1644846,66,118464633,44814637,3.14,EU,95,0,0,High
C2260,Private,84,34.04,0.9,1,1016807,30,232068595,177332540,3.3,Middle East,82,0,2,High
C2261,Private,81,14.6,0.76,5,3723399,80,434968529,190430125,0.82,North America,94,0,2,High
C2262,Private,64,6.12,0.85,4,2461655,25,324760427,113343102,2.82,South America,32,0,4,High
C2263,Private,91,15.83,0.91,3,2023510,47,989882247,158364070,4.62,Asia,77,0,3,High
C2264,Private,53,5.52,0.91,9,3190033,61,486478835,44565195,1.55,Asia,44,0,3,High
C2265,Public,83,10.77,0.11,4,1285641,71,659163901,73267240,4.06,Middle East,96,0,2,High
C2266,Foreign Subsidiary,64,27.57,0.46,1,1700602,30,976725143,21192924,3.25,South America,91,0,1,High
C2267,Public,58,33.11,0.0,5,2967107,89,654240072,102635117,3.41,Middle East,59,1,3,High
C2268,Private,78,7.62,0.51,8,1767110,59,785367324,3750002,1.57,Asia,72,0,1,High
C2269,Private,94,21.74,0.92,7,1291747,49,455996170,164506452,3.81,Middle East,61,0,1,High
C2270,Private,54,12.62,0.2,3,2103146,75,945146732,76761857,3.22,EU,64,0,2,High
C2271,Public,55,9.17,0.64,3,1261387,25,513570531,22309710,2.67,North America,84,0,1,High
C2272,Public,66,11.57,0.64,4,4418967,68,98349059,150205471,2.5,EU,44,0,3,High
C2273,Private,79,22.33,0.16,9,3741486,52,527623789,147096630,1.6,South America,63,0,2,High
C2274,Public,49,6.95,0.24,3,3016740,30,36912535,106922244,1.09,Asia,52,0,1,High
C2275,Public,43,18.03,0.46,7,2328019,84,862413936,196966846,3.86,South America,61,1,1,High
C2276,Private,90,9.06,0.19,8,310481,46,704376769,115216663,1.08,Middle East,79,0,2,High
C2277,Public,58,13.18,0.58,8,1803544,49,84657547,151844441,0.92,North America,79,1,3,High
C2278,Foreign Subsidiary,67,10.72,0.48,3,4996950,65,632662027,45107422,4.27,EU,69,0,2,High
C2279,Foreign Subsidiary,60,31.49,0.52,1,643835,45,547232473,7916705,0.49,EU,73,0,1,Medium
C2280,Foreign Subsidiary,98,26.24,0.13,2,2593069,47,575371922,191464053,0.85,North America,41,0,2,High
C2281,Foreign Subsidiary,86,31.05,0.52,2,2927306,51,218284849,156084489,0.55,North America,97,0,0,High
C2282,Private,53,16.5,0.05,3,4241338,31,419714841,87340700,4.8,Middle East,51,1,6,High
C2283,Private,72,14.4,0.88,2,2006182,35,19996823,130545941,0.61,EU,72,0,2,High
C2284,Private,87,16.42,0.34,8,3588429,71,925044478,60318755,0.13,Asia,71,0,0,High
C2285,Foreign Subsidiary,49,5.56,0.86,8,3809135,21,811294441,39522688,3.1,North America,48,0,5,High
C2286,Foreign Subsidiary,58,26.74,0.7,3,1656061,47,639119739,141233589,3.6,Middle East,33,0,1,High
C2287,Public,69,15.49,0.77,6,815340,81,348271738,120726488,0.97,North America,54,1,2,High
C2288,Public,61,14.4,0.31,4,3890597,48,830395176,111556926,1.81,South America,80,1,3,High
C2289,Foreign Subsidiary,42,22.94,0.23,10,4712782,75,893208783,42338283,1.62,North America,89,0,2,High
C2290,Foreign Subsidiary,76,18.09,0.41,6,1297156,44,415514880,55773363,3.65,South America,66,0,2,High
C2291,Foreign Subsidiary,80,34.43,0.02,4,4489328,60,587043901,199485896,2.03,South America,55,0,1,High
C2292,Foreign Subsidiary,57,15.69,0.92,7,2265777,24,955652319,25917120,2.69,Asia,73,1,0,High
C2293,Public,50,23.42,0.39,2,1605417,81,15308015,4318962,3.9,South America,84,0,4,High
C2294,Foreign Subsidiary,87,14.35,0.99,2,3320481,81,965412412,92212958,2.52,South America,79,0,2,High
C2295,Public,41,34.72,0.76,8,3029300,24,629011064,124256022,3.66,South America,60,1,1,High
C2296,Foreign Subsidiary,51,18.35,0.08,2,4009935,87,397329111,119318100,2.88,North America,99,0,0,High
C2297,Foreign Subsidiary,93,24.02,0.66,5,2530271,56,315267111,138891922,3.59,North America,54,1,1,High
C2298,Foreign Subsidiary,45,8.8,0.27,9,2848315,87,334101810,191857716,0.54,Middle East,89,0,2,High
C2299,Public,82,26.99,0.24,5,1238964,51,335633889,1942623,4.89,EU,35,1,1,High
C2300,Public,98,13.08,0.26,5,4258805,33,810934769,59838015,0.53,Asia,48,1,4,High
C2301,Private,79,18.46,0.92,5,4610519,82,171693843,51178975,3.22,North America,34,0,1,High
C2302,Foreign Subsidiary,83,31.49,0.5,4,2427682,49,483326486,90198770,0.21,Middle East,98,0,0,High
C2303,Private,68,34.12,0.67,5,1738577,62,51658139,14123701,2.63,Middle East,88,0,1,High
C2304,Private,98,17.74,0.28,5,1581670,72,155490163,159572017,0.57,Asia,83,1,2,High
C2305,Public,69,30.04,0.52,10,1340683,72,793659295,131016067,0.54,Middle East,34,0,1,High
C2306,Public,41,6.6,0.35,8,4558301,48,606658941,195125398,1.5,North America,78,0,2,High
C2307,Private,48,30.43,0.32,2,3542018,47,111335604,158477752,1.28,South America,49,0,4,High
C2308,Foreign Subsidiary,86,23.89,0.25,6,3273846,68,678818108,171087855,0.77,North America,83,0,2,High
C2309,Public,41,19.66,0.41,6,1329255,55,209976429,119390329,2.94,Middle East,42,0,7,High
C2310,Foreign Subsidiary,68,31.7,0.66,3,1609370,46,364025702,196790636,4.44,EU,77,0,2,High
C2311,Foreign Subsidiary,72,30.36,0.22,9,423377,76,40809830,162949503,4.6,EU,92,0,5,Medium
C2312,Private,49,13.91,0.97,2,3280884,47,343955192,32628118,1.52,South America,72,1,2,High
C2313,Private,73,28.74,0.12,5,1103220,49,60383835,136735249,4.34,Middle East,41,0,1,High
C2314,Private,83,7.98,0.48,2,3895960,63,836994532,7526765,4.84,South America,68,0,3,High
C2315,Private,94,29.68,0.09,5,483214,62,489384755,11602943,1.63,South America,86,1,1,High
C2316,Public,47,25.26,0.02,3,2085746,74,487882393,104826193,4.69,South America,38,0,3,High
C2317,Public,76,7.64,0.92,1,2143258,84,230594586,91328439,2.19,EU,91,0,1,High
C2318,Private,93,25.49,0.81,7,1116317,46,19847866,122850652,2.37,Asia,51,0,1,High
C2319,Public,99,22.42,0.69,6,177866,20,283755738,15214191,2.45,Middle East,65,0,4,Medium
C2320,Private,72,22.84,0.87,8,3369658,29,965444972,186524007,3.68,South America,32,0,3,High
C2321,Foreign Subsidiary,86,13.73,0.8,4,3950508,62,985010874,115908699,1.38,South America,45,1,1,High
C2322,Foreign Subsidiary,45,12.99,0.65,1,1879899,88,197536528,127416956,1.28,North America,32,0,2,High
C2323,Foreign Subsidiary,83,27.88,0.85,5,3054012,28,506031310,139421394,3.18,North America,87,0,2,High
C2324,Private,79,12.7,0.39,4,1519882,86,42819247,163751633,2.83,North America,52,0,1,High
C2325,Foreign Subsidiary,84,18.39,0.55,5,2637490,48,284302028,192310616,0.45,Middle East,62,0,1,High
C2326,Public,58,25.84,0.78,3,3778261,21,652356501,118232237,4.52,Asia,97,0,3,High
C2327,Foreign Subsidiary,71,7.39,0.08,4,2266313,33,176375914,67517239,1.52,Middle East,90,1,3,High
C2328,Foreign Subsidiary,66,22.84,0.86,5,668695,81,791829282,117232681,3.78,Middle East,43,0,1,Medium
C2329,Foreign Subsidiary,40,22.68,0.16,8,240021,74,347343477,41935844,2.93,EU,67,0,1,High
C2330,Public,82,25.53,0.86,5,2465595,48,663754198,13224780,2.9,Middle East,82,0,0,High
C2331,Private,91,16.1,0.31,12,4406675,24,400798078,199905749,4.31,North America,90,0,2,High
C2332,Public,72,18.47,0.33,5,142346,88,794313125,105666571,4.41,North America,62,0,1,Medium
C2333,Private,79,14.9,0.07,6,3470450,85,303109639,193285009,2.84,South America,96,0,2,High
C2334,Private,71,29.25,0.89,1,2530082,58,307701428,103065130,2.2,South America,85,0,3,High
C2335,Foreign Subsidiary,44,8.92,0.17,7,1425314,42,143063812,64106593,3.14,North America,90,0,3,High
C2336,Private,56,33.89,0.63,3,1415001,35,296933862,28910792,0.69,Middle East,67,0,3,High
C2337,Public,47,24.05,0.64,8,2464173,41,452430007,25561686,2.16,Middle East,56,0,2,High
C2338,Public,96,31.61,0.28,5,1196710,48,209583997,44136783,3.34,Asia,69,0,4,High
C2339,Private,81,17.79,0.99,4,4990386,88,726234686,148060239,3.84,Middle East,35,0,1,High
C2340,Foreign Subsidiary,73,14.97,0.06,6,4327828,31,391938742,188820936,3.63,EU,77,0,1,High
C2341,Foreign Subsidiary,48,32.02,0.61,4,44197,32,990940834,42207991,0.96,EU,47,0,4,High
C2342,Public,95,7.97,0.48,6,1997299,27,45714933,146966361,3.1,Middle East,61,0,4,High
C2343,Foreign Subsidiary,62,8.51,0.25,5,2506147,43,7701544,135270086,0.54,South America,65,0,0,High
C2344,Private,74,13.98,0.16,5,1134349,56,789813389,52840948,3.02,South America,52,1,2,High
C2345,Private,89,33.79,0.74,5,2382358,55,503702465,89490279,3.76,South America,43,0,3,High
C2346,Public,46,23.99,0.92,4,372807,34,19809336,160193193,3.19,EU,75,0,3,High
C2347,Private,54,21.63,0.11,4,679123,78,542639938,155247466,3.16,North America,32,0,2,High
C2348,Public,92,26.16,0.19,4,233262,24,111852242,103617300,3.3,Asia,36,0,1,Medium
C2349,Private,93,17.52,0.99,5,3530303,34,886962953,117954404,2.15,South America,46,0,1,High
C2350,Public,59,27.74,0.02,6,2484654,37,197199489,146531103,1.99,Middle East,97,0,5,High
C2351,Foreign Subsidiary,89,16.8,0.51,6,2024192,24,81945708,86956369,2.28,North America,87,0,4,High
C2352,Private,64,29.79,0.52,11,4811561,36,669817037,18492815,1.14,Asia,79,0,0,High
C2353,Private,42,13.02,0.26,8,3958296,41,378812946,160458553,2.32,North America,99,0,1,High
C2354,Public,99,13.33,0.66,6,4288879,83,187136556,20859717,4.53,Middle East,75,0,2,High
C2355,Public,94,20.67,0.94,5,1327288,47,21055046,67954507,1.52,North America,88,0,3,High
C2356,Private,85,17.92,0.45,8,2844851,32,248473410,166335564,2.21,Asia,51,0,1,High
C2357,Public,63,24.44,0.75,3,3110790,64,104471232,1760048,3.27,Middle East,57,0,0,High
C2358,Private,73,15.93,0.65,7,152454,53,811757782,159917715,3.86,EU,31,0,3,Medium
C2359,Foreign Subsidiary,85,11.92,0.47,6,1415078,73,739313020,4015891,0.14,North America,88,0,2,High
C2360,Public,61,19.09,0.05,5,2725970,52,346729189,164642755,3.35,Middle East,83,0,5,High
C2361,Private,50,21.83,0.74,4,2613998,35,709263675,30057472,0.8,North America,95,0,2,High
C2362,Foreign Subsidiary,87,9.28,0.36,7,3075513,62,487759083,115484542,3.75,Middle East,92,0,2,High
C2363,Foreign Subsidiary,47,21.7,0.22,3,4824214,80,765372233,144561457,0.77,South America,56,0,1,High
C2364,Private,78,14.58,0.95,4,4047497,22,846728738,147621605,3.78,North America,36,0,4,High
C2365,Public,82,16.77,0.77,5,4862827,78,858421982,54782634,4.73,South America,41,0,1,High
C2366,Private,74,13.38,0.96,1,1343431,39,443983575,199078430,1.2,South America,37,1,2,High
C2367,Foreign Subsidiary,88,32.94,0.26,4,1868451,51,219840076,157206585,0.14,EU,38,0,0,High
C2368,Private,85,25.5,0.84,5,933830,40,988839457,95699400,0.64,South America,47,0,5,Medium
C2369,Public,77,12.87,0.61,7,536438,65,31107124,5854335,4.6,North America,67,0,1,Medium
C2370,Foreign Subsidiary,47,24.35,0.98,4,2293214,88,313146194,101037814,2.4,North America,63,0,6,High
C2371,Private,93,30.46,0.95,6,4247948,21,464518675,105765347,2.73,Asia,99,0,3,High
C2372,Public,76,17.05,0.97,3,4549593,71,581896061,73432516,0.85,South America,44,0,4,High
C2373,Foreign Subsidiary,66,29.9,0.95,4,4815471,20,134831618,113079835,4.94,EU,90,0,0,High
C2374,Public,67,9.63,0.01,5,753217,47,310526354,139958606,0.99,Middle East,97,0,0,High
C2375,Foreign Subsidiary,79,29.68,0.74,7,1788546,80,226688750,98749749,3.05,Middle East,34,0,1,High
C2376,Private,73,21.21,0.27,3,4451342,45,302862686,132339577,2.89,Middle East,90,0,2,High
C2377,Public,71,11.69,0.71,8,4319216,31,447451346,78297916,0.42,EU,56,1,1,High
C2378,Foreign Subsidiary,54,17.21,0.98,5,2430908,21,402838377,26547388,4.98,EU,74,0,0,High
C2379,Public,83,34.64,0.04,6,1866896,40,459810842,77903076,2.8,Asia,87,0,2,High
C2380,Public,56,28.51,0.57,2,1752549,74,35871818,111407116,0.86,Asia,48,0,2,High
C2381,Private,72,22.25,0.73,3,3480836,35,253719598,195494322,3.8,Middle East,59,0,0,High
C2382,Public,86,8.45,0.25,3,4524866,56,548554855,168521762,2.02,South America,92,0,3,High
C2383,Foreign Subsidiary,85,17.53,0.23,7,893535,64,757529226,48377325,3.38,EU,34,0,1,Medium
C2384,Foreign Subsidiary,91,12.89,0.06,9,3298691,58,369645840,139341134,1.19,South America,91,0,3,High
C2385,Foreign Subsidiary,93,7.13,0.09,8,1262318,60,553548449,73511071,4.62,Asia,70,0,7,High
C2386,Foreign Subsidiary,55,21.27,0.66,2,172176,41,564104369,45680263,0.3,South America,94,0,4,High
C2387,Private,68,31.68,0.51,4,3943764,68,767471112,37914780,0.2,North America,55,0,2,High
C2388,Public,48,25.27,0.03,5,4508668,36,953464038,179900103,4.34,EU,98,1,0,High
C2389,Private,72,12.49,0.97,4,2196566,45,736631081,139892748,2.77,EU,83,0,1,High
C2390,Public,99,22.21,0.66,6,3168559,57,173936790,173506586,1.77,Middle East,84,1,4,High
C2391,Public,88,33.3,0.52,6,1811448,57,776447687,148369526,0.79,Middle East,97,0,1,High
C2392,Public,68,26.69,0.27,5,1814324,60,691804812,186887866,0.39,Middle East,37,0,3,High
C2393,Private,52,25.68,0.66,5,4740032,86,630961633,38561540,1.55,North America,38,0,1,High
C2394,Public,60,34.04,0.36,7,3824244,84,535129833,143767519,4.07,Middle East,32,0,2,High
C2395,Private,97,28.97,0.7,3,2888906,75,62883386,196283147,1.04,Middle East,56,0,1,High
C2396,Foreign Subsidiary,60,9.1,0.68,2,918784,38,903601680,39493149,4.9,EU,38,0,3,High
C2397,Foreign Subsidiary,44,15.43,0.09,6,1848966,33,58400239,44561173,3.98,South America,58,0,0,High
C2398,Public,49,33.95,0.91,6,4803816,85,327139755,147226666,0.16,EU,94,0,2,High
C2399,Private,45,19.69,0.49,8,4258380,57,407652261,137394670,2.79,South America,69,1,1,High
C2400,Foreign Subsidiary,95,8.35,0.39,7,4945605,62,101724878,160000124,2.04,EU,85,0,1,High
C2401,Private,90,18.76,0.96,5,4831005,29,37722990,108790328,2.28,North America,55,0,3,High
C2402,Private,96,25.91,0.44,3,1533808,41,251689839,69580148,2.27,South America,62,0,1,High
C2403,Public,52,34.93,0.72,3,2310003,83,679214274,155846346,4.27,North America,54,0,1,High
C2404,Foreign Subsidiary,40,14.72,0.66,6,1041989,64,570388588,148083030,3.46,EU,30,0,3,High
C2405,Public,59,20.42,0.17,7,4799585,37,445775857,193184616,1.52,Asia,30,0,1,High
C2406,Public,96,31.39,0.99,10,3818082,88,326535266,128042744,2.63,North America,56,0,3,High
C2407,Foreign Subsidiary,86,15.66,0.46,6,2724005,30,561042275,77211324,2.49,Middle East,97,0,0,High
C2408,Foreign Subsidiary,85,8.28,0.39,6,268445,46,521628420,111474557,1.51,Asia,66,0,3,High
C2409,Private,47,33.47,0.92,5,4980567,46,252480729,189544056,3.14,EU,53,0,3,High
C2410,Foreign Subsidiary,49,19.65,0.53,2,3901406,79,920324633,115575539,3.2,Asia,73,0,3,High
C2411,Private,48,20.08,0.71,5,1230735,55,486708158,100812448,0.63,North America,35,0,1,High
C2412,Private,88,23.64,0.85,7,3673703,76,360799603,66655693,0.54,Asia,68,0,4,High
C2413,Private,80,5.11,0.24,8,2984218,32,623423575,104963718,0.25,EU,94,0,6,High
C2414,Foreign Subsidiary,42,32.93,0.17,3,4229731,47,315119685,57612594,3.0,Asia,44,0,1,High
C2415,Public,50,15.84,0.07,5,3630869,85,385294451,118109120,4.98,North America,93,0,4,High
C2416,Private,51,16.91,0.9,6,251803,26,318004059,106174804,4.55,South America,60,1,2,High
C2417,Public,49,10.22,0.2,7,4576928,89,44487532,132395399,2.36,South America,46,0,4,High
C2418,Public,64,16.34,0.31,6,3173987,38,501126541,155143126,1.66,North America,55,1,1,High
C2419,Foreign Subsidiary,88,29.12,0.29,5,4758926,34,544600422,158478675,3.69,EU,82,0,1,High
C2420,Public,88,29.0,0.3,4,3412280,65,566475028,164582032,1.74,Asia,70,0,1,High
C2421,Public,64,33.07,0.67,4,4157765,71,715230666,163124098,0.27,Middle East,74,0,2,High
C2422,Foreign Subsidiary,50,17.1,0.95,5,919235,43,719000075,143918587,2.64,North America,55,0,0,High
C2423,Private,93,26.26,0.33,5,3464979,73,902802097,120857487,1.67,Asia,80,0,1,High
C2424,Public,75,20.22,0.41,11,807427,72,393052216,98573000,0.32,EU,67,0,1,Medium
C2425,Foreign Subsidiary,78,29.12,0.77,6,4365982,75,528351729,80024418,3.82,Asia,79,1,2,High
C2426,Public,92,26.38,0.43,4,1135011,41,548202811,28390417,2.91,EU,71,1,0,High
C2427,Public,65,16.04,0.93,3,3529740,89,978437089,56755755,1.81,North America,71,0,2,High
C2428,Private,53,15.1,0.5,5,4738420,66,990801506,89140762,2.14,Asia,61,1,4,High
C2429,Public,78,12.57,0.35,3,4173500,23,21364147,54887705,0.48,Middle East,38,0,1,High
C2430,Foreign Subsidiary,95,22.3,0.97,7,4359177,53,194503732,30804033,0.71,Middle East,34,0,1,High
